,LEA_STATE_NAME,LEA_STATE,LEA_NAME,SCH_NAME,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_HI,VAL_HI,Score_HI,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AM,VAL_AM,Score_AM,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_APENR_IND,SCH_APCOURSES,TOT_APENR_M,TOT_APENR_F,TOT_SATACT_M,TOT_SATACT_F,TOT_HBREPORTED_SEX_M,TOT_HBREPORTED_SEX_F,TOT_HBREPORTED_DIS_M,TOT_HBREPORTED_DIS_F,TOT_HBREPORTED_RAC_M,TOT_HBREPORTED_RAC_F,TOT_HBDISCIPLINED_SEX_M,TOT_HBDISCIPLINED_SEX_F,TOT_HBDISCIPLINED_RAC_M,TOT_HBDISCIPLINED_RAC_F,TOT_HBDISCIPLINED_DIS_M,TOT_HBDISCIPLINED_DIS_F,TOT_DISCWODIS_ISS_M,TOT_DISCWODIS_ISS_F,TOT_DISCWDIS_ISS_IDEA_M,TOT_DISCWDIS_ISS_IDEA_F,TOT_DISCWODIS_ARR_M,TOT_DISCWODIS_ARR_F,TOT_DISCWDIS_ARR_IDEA_M,TOT_DISCWDIS_ARR_IDEA_F,TOT_DISCWODIS_EXPWE_M,TOT_DISCWODIS_EXPWE_F,TOT_DISCWODIS_EXPWOE_M,TOT_DISCWODIS_EXPWOE_F,TOT_DISCWDIS_EXPWOE_IDEA_M,TOT_DISCWDIS_EXPWOE_IDEA_F,TOT_DISCWDIS_EXPZT_IDEA_M,TOT_DISCWDIS_EXPZT_IDEA_F,TOT_SATACT,TOT_ENR,AVG_ENR,VAL_SAT
40913,MASSACHUSETTS,MA,Salem,Bentley Academy Charter School,56,59,,,,0,0,,,,5,2,0,0,11,17,59,41,5,2,136,121,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40914,MASSACHUSETTS,MA,Salem,Carlton,23,32,,,,0,0,,,,2,0,0,0,5,8,59,74,5,5,94,119,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40915,MASSACHUSETTS,MA,Salem,Horace Mann Laboratory,47,47,,,,0,0,,,,5,2,0,0,11,8,68,59,11,8,142,124,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40916,MASSACHUSETTS,MA,Salem,Salem High,218,173,391,0.267857143,4,2,0,2,,,17,8,0,0,38,26,203,227,20,20,498,454,No,-9,-9,-9,58,91,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,149,952,136,0.156512605
40917,MASSACHUSETTS,MA,Salem,Witchcraft Heights,56,44,,,,0,0,,,,17,11,0,2,8,11,179,158,8,11,268,237,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40918,MASSACHUSETTS,MA,Salem,Collins Middle,104,92,,,,0,0,,,,8,8,0,0,14,14,155,131,17,11,298,256,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40919,MASSACHUSETTS,MA,Salem,Nathaniel Bowditch,200,164,,,,2,2,,,,2,5,0,0,17,8,68,59,5,8,294,246,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40920,MASSACHUSETTS,MA,Salem,Salem Prep High School,2,2,4,0.123809524,5,0,0,0,0.142857143,5,0,0,0,0,2,0,5,2,2,0,11,4,No,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.142857143,0
40921,MASSACHUSETTS,MA,Sandwich,Sandwich High,2,2,4,0.137231264,5,0,2,2,0.140044203,5,5,2,0,0,2,5,371,320,0,0,380,331,Yes,12,82,113,131,133,0,2,0,0,0,0,2,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,264,711,101.5714286,0.371308017
40922,MASSACHUSETTS,MA,Sandwich,Oak Ridge,5,8,,,,5,2,,,,8,11,0,0,5,5,440,422,2,2,465,450,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40923,MASSACHUSETTS,MA,Sandwich,Sandwich STEM Academy,0,2,,,,2,2,,,,5,11,2,0,2,2,245,227,0,0,256,244,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40924,MASSACHUSETTS,MA,Sandwich,Forestdale School,5,8,,,,2,0,,,,8,5,2,0,5,2,308,308,0,2,330,325,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40925,MASSACHUSETTS,MA,Saugus,Douglas Waybright,11,17,,,,2,0,,,,5,2,0,0,2,8,68,74,2,2,90,103,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40926,MASSACHUSETTS,MA,Saugus,Lynnhurst,14,17,,,,0,0,,,,8,17,0,2,5,2,95,98,2,0,124,136,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40927,MASSACHUSETTS,MA,Saugus,Oaklandvale,23,20,,,,2,0,,,,5,2,2,0,2,5,77,68,5,2,116,97,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40928,MASSACHUSETTS,MA,Saugus,Saugus High,32,44,76,0.036265277,5,2,2,4,0.137247045,5,17,20,0,2,17,11,254,308,2,2,324,389,Yes,12,56,115,68,109,0,2,0,0,0,0,4,0,0,0,0,0,43,24,23,2,0,0,0,0,0,0,0,0,0,0,0,0,177,713,101.8571429,0.248246844
40929,MASSACHUSETTS,MA,Saugus,Belmonte Saugus Middle,38,35,,,,2,2,,,,14,5,2,2,17,11,263,260,2,2,338,317,-9,-9,-9,-9,-9,-9,2,0,4,0,0,0,6,0,0,0,2,0,37,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40930,MASSACHUSETTS,MA,Saugus,Veterans Memorial,47,56,,,,0,2,,,,11,11,0,0,14,8,212,170,2,8,286,255,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40931,MASSACHUSETTS,MA,Saugus,Ballard School,5,2,,,,0,2,,,,2,5,0,0,2,2,35,38,2,0,46,49,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-18,,,
40932,MASSACHUSETTS,MA,Savoy,Emma L Miller Elementary School,0,0,,,,0,0,,,,0,0,0,0,2,0,20,26,2,2,24,28,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40933,MASSACHUSETTS,MA,Scituate,Cushing Elementary,2,2,,,,0,2,,,,0,5,0,0,5,2,197,167,2,2,206,180,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40934,MASSACHUSETTS,MA,Scituate,Gates Intermediate School,0,2,,,,0,0,,,,0,5,0,0,8,8,236,227,5,2,249,244,-9,-9,-9,-9,-9,-9,0,2,0,0,2,0,2,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40935,MASSACHUSETTS,MA,Scituate,Hatherly Elementary,2,2,,,,0,0,,,,2,2,0,0,5,2,152,143,2,5,163,154,-9,-9,-9,-9,-9,-9,0,0,0,0,2,2,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40936,MASSACHUSETTS,MA,Scituate,Scituate High School,2,2,4,0.138417631,5,0,0,0,0.142857143,5,5,5,2,0,8,14,395,458,5,5,417,484,Yes,14,114,185,149,182,0,0,2,0,0,2,0,0,2,0,5,0,16,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,331,901,128.7142857,0.367369589
40937,MASSACHUSETTS,MA,Scituate,Jenkins Elementary School,5,0,,,,0,0,,,,0,5,0,0,2,8,236,224,5,5,248,242,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40938,MASSACHUSETTS,MA,Scituate,Wampatuck Elementary,2,2,,,,0,0,,,,2,2,0,0,8,5,212,185,5,2,229,196,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40939,MASSACHUSETTS,MA,Seekonk,George R Martin,14,17,,,,0,2,,,,5,5,0,0,5,2,200,182,8,5,232,213,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40940,MASSACHUSETTS,MA,Seekonk,Mildred Aitken School,8,11,,,,0,0,,,,5,11,0,0,5,2,176,185,11,5,205,214,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40941,MASSACHUSETTS,MA,Seekonk,Seekonk High,8,8,16,0.115599903,5,0,0,0,0.142857143,5,11,8,0,0,2,2,245,293,5,5,271,316,Yes,8,51,86,66,109,0,0,0,0,0,0,0,0,0,0,0,0,13,4,11,2,0,0,0,0,0,0,0,0,0,0,0,0,175,587,83.85714286,0.298126065
40942,MASSACHUSETTS,MA,Seekonk,Dr. Kevin M. Hurley Middle School,11,14,,,,0,0,,,,8,5,0,0,2,5,233,239,5,5,259,268,-9,-9,-9,-9,-9,-9,0,5,0,0,2,0,4,0,2,0,0,0,27,2,15,5,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40943,MASSACHUSETTS,MA,Shawsheen Valley Regional Vocational Technical,Shawsheen Valley Vocational Technical High School,32,17,49,0.106480008,5,2,2,4,0.139887581,5,2,8,0,0,11,8,716,527,11,11,774,573,No,-9,-9,-9,50,53,0,2,0,0,0,0,2,0,0,0,0,0,33,2,32,5,0,0,0,0,0,0,0,0,0,0,0,0,103,1347,192.4285714,0.076466221
40944,MASSACHUSETTS,MA,Sharon,Cottage Street,11,11,,,,2,0,,,,65,68,0,2,8,8,176,158,17,17,279,264,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40945,MASSACHUSETTS,MA,Sharon,East Elementary,17,11,,,,2,0,,,,53,53,2,0,5,8,131,131,5,8,215,211,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40946,MASSACHUSETTS,MA,Sharon,Heights Elementary,5,11,,,,2,0,,,,92,74,0,0,5,8,143,128,20,17,267,238,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40947,MASSACHUSETTS,MA,Sharon,Sharon High,26,14,40,0.10798356,5,0,2,2,0.141113464,5,113,116,0,0,41,47,389,368,20,11,589,558,Yes,19,163,166,142,136,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,278,1147,163.8571429,0.242371404
40948,MASSACHUSETTS,MA,Sharon,Sharon Middle,17,23,,,,2,2,,,,131,119,0,2,26,17,296,245,17,17,489,425,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40949,MASSACHUSETTS,MA,Sherborn,Pine Hill,5,5,,,,0,0,,,,20,20,0,0,5,5,173,146,11,14,214,190,-9,-9,-9,-9,-9,-9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40950,MASSACHUSETTS,MA,Shrewsbury,Floral Street School,26,26,,,,2,0,,,,158,149,0,0,8,11,149,152,14,17,357,355,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40951,MASSACHUSETTS,MA,Shrewsbury,Parker Road Preschool,8,8,,,,0,2,,,,41,47,0,0,0,2,68,44,5,5,122,108,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-18,,,
40952,MASSACHUSETTS,MA,Shrewsbury,Calvin Coolidge,29,17,,,,2,0,,,,68,50,0,0,5,5,107,101,5,11,216,184,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40953,MASSACHUSETTS,MA,Shrewsbury,Sherwood Middle School,26,38,,,,0,2,,,,131,128,0,0,11,11,311,284,14,14,493,477,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40954,MASSACHUSETTS,MA,Shrewsbury,Shrewsbury Sr High,47,56,103,0.081364606,5,2,2,4,0.140469083,5,146,161,2,2,20,17,512,665,20,23,749,926,Yes,19,133,160,157,210,2,2,0,0,2,0,5,0,0,2,0,0,5,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,367,1675,239.2857143,0.219104478
40955,MASSACHUSETTS,MA,Shrewsbury,Spring Street,8,5,,,,0,0,,,,29,38,0,0,2,0,122,122,14,8,175,173,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40956,MASSACHUSETTS,MA,Shrewsbury,Walter J Paton,14,5,,,,0,0,,,,35,26,0,0,2,2,146,119,5,5,202,157,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40957,MASSACHUSETTS,MA,Shrewsbury,Oak Middle School,35,32,,,,2,2,,,,119,122,0,0,11,11,362,299,14,17,543,483,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40958,MASSACHUSETTS,MA,Shrewsbury,Beal School,14,14,,,,2,0,,,,68,65,0,0,5,2,68,59,5,5,162,145,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40959,MASSACHUSETTS,MA,Shutesbury,Shutesbury Elementary,5,2,,,,2,0,,,,0,2,0,0,2,2,50,56,5,8,64,70,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40960,MASSACHUSETTS,MA,Silver Lake,Silver Lake Regional Middle School,2,2,,,,0,0,,,,5,5,2,0,5,8,296,296,2,2,312,313,-9,-9,-9,-9,-9,-9,0,2,0,0,0,0,2,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40961,MASSACHUSETTS,MA,Silver Lake,Silver Lake Regional High,5,8,13,0.132826279,5,2,0,2,0.141313933,5,2,5,0,2,5,11,671,581,2,2,687,609,Yes,15,100,133,173,204,0,0,0,0,0,0,0,0,0,0,0,0,22,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,377,1296,185.1428571,0.290895062
40962,MASSACHUSETTS,MA,Somerset,Chace Street,5,5,,,,0,0,,,,5,2,0,0,5,2,191,167,0,5,206,181,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40963,MASSACHUSETTS,MA,Somerset,South,11,8,,,,0,2,,,,0,2,0,0,2,2,116,134,5,8,134,156,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40964,MASSACHUSETTS,MA,Somerset,North Elementary,11,8,,,,0,0,,,,2,0,0,0,8,2,239,215,8,11,268,236,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40965,MASSACHUSETTS,MA,Somerset,Somerset Middle School,11,11,,,,2,0,,,,2,8,2,2,2,5,317,260,2,8,338,294,-9,-9,-9,-9,-9,-9,2,0,2,2,0,0,2,0,0,0,2,2,5,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40966,MASSACHUSETTS,MA,Somerville,West Somerville Neighborhood,35,35,,,,0,0,,,,8,5,0,0,26,23,116,95,8,5,193,163,-9,-9,-9,-9,-9,-9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40967,MASSACHUSETTS,MA,Somerville,Arthur D Healey,116,113,,,,0,0,,,,14,17,0,0,26,38,80,56,8,8,244,232,-9,-9,-9,-9,-9,-9,0,2,2,0,0,0,2,0,0,0,0,0,8,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40968,MASSACHUSETTS,MA,Somerville,Benjamin G Brown,20,14,,,,0,0,,,,11,11,0,0,2,2,95,95,11,11,139,133,-9,-9,-9,-9,-9,-9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40969,MASSACHUSETTS,MA,Somerville,E Somerville Community,263,242,,,,0,0,,,,8,11,0,2,17,20,68,65,5,2,361,342,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40970,MASSACHUSETTS,MA,Somerville,John F Kennedy,56,32,,,,0,0,,,,20,8,0,0,35,14,137,119,14,11,262,184,-9,-9,-9,-9,-9,-9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40971,MASSACHUSETTS,MA,Somerville,Albert F. Argenziano School at Lincoln Park,125,125,,,,0,0,,,,35,29,0,0,14,17,116,104,11,5,301,280,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40972,MASSACHUSETTS,MA,Somerville,Somerville High,287,254,541,0.292380186,4,2,0,2,,,71,56,0,0,89,83,212,179,5,5,666,577,Yes,8,112,137,6,9,4,0,0,0,0,0,4,0,0,0,0,0,53,26,23,9,2,0,0,0,0,0,0,0,0,0,0,0,15,1243,177.5714286,0.012067578
40973,MASSACHUSETTS,MA,Somerville,Winter Hill Community,122,98,,,,0,0,,,,23,23,0,0,29,26,56,44,2,5,232,196,-9,-9,-9,-9,-9,-9,0,0,2,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40974,MASSACHUSETTS,MA,Somerville,Next Wave Junior High,11,2,,,,0,0,,,,0,0,0,0,8,2,5,0,0,0,24,4,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40975,MASSACHUSETTS,MA,Somerville,Full Circle High School,14,5,19,0.222527473,4,0,0,0,,,0,0,0,0,8,5,8,8,2,2,32,20,No,-9,-9,-9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,52,7.428571429,0
40976,MASSACHUSETTS,MA,Somerville,Capuano Early Childhood Center,92,56,,,,0,0,,,,17,11,0,0,8,11,65,65,8,8,190,151,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40977,MASSACHUSETTS,MA,South Hadley,Michael E. Smith Middle School,35,23,,,,0,0,,,,5,2,0,2,8,2,206,257,8,11,262,297,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40978,MASSACHUSETTS,MA,South Hadley,Plains Elementary,20,20,,,,0,2,,,,5,0,0,0,2,2,149,131,5,2,181,157,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40979,MASSACHUSETTS,MA,South Hadley,South Hadley High,26,17,43,0.064532917,5,0,2,2,0.139214156,5,2,2,2,0,8,11,236,236,2,5,276,273,Yes,20,42,77,81,101,0,0,0,0,0,0,0,0,0,0,0,0,49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,549,78.42857143,0.33151184
40980,MASSACHUSETTS,MA,South Hadley,Mosier,20,35,,,,0,0,,,,8,2,0,0,5,0,164,161,2,8,199,206,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40981,MASSACHUSETTS,MA,South Shore Regional Vocational Technical,So Shore Vocational Technical High,8,5,13,0.122352411,5,0,0,0,0.142857143,5,2,2,2,0,5,8,389,203,5,5,411,223,No,-9,-9,-9,37,43,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,80,634,90.57142857,0.126182965
40982,MASSACHUSETTS,MA,Southampton,William E Norris,14,8,,,,0,2,,,,8,2,2,0,2,2,242,233,5,11,273,258,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40983,MASSACHUSETTS,MA,Southborough,P Brent Trottier,8,17,,,,0,0,,,,26,35,0,0,2,0,194,179,11,8,241,239,-9,-9,-9,-9,-9,-9,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40984,MASSACHUSETTS,MA,Southborough,Margaret A Neary,5,11,,,,0,0,,,,26,26,0,0,0,2,119,98,5,5,155,142,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40985,MASSACHUSETTS,MA,Southborough,Mary E Finn School,8,8,,,,0,0,,,,29,20,0,0,2,2,110,95,11,5,160,130,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40986,MASSACHUSETTS,MA,Southborough,Albert S. Woodward Memorial School,11,5,,,,0,2,,,,14,17,0,0,2,2,86,92,5,5,118,123,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40987,MASSACHUSETTS,MA,Southbridge,Charlton Street,107,92,,,,0,2,,,,2,2,0,0,5,5,104,107,11,5,229,213,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40988,MASSACHUSETTS,MA,Southbridge,Eastford Road,56,56,,,,0,0,,,,2,2,0,0,2,2,74,62,2,5,136,127,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40989,MASSACHUSETTS,MA,Southbridge,West Street,110,116,,,,2,0,,,,8,5,0,0,2,2,92,89,8,14,222,226,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40990,MASSACHUSETTS,MA,Southbridge,Southbridge Middle/High School,284,266,550,0.385989011,4,2,2,4,,,5,2,2,0,11,5,242,206,5,8,551,489,Yes,10,38,34,47,37,0,0,0,0,0,0,0,0,0,0,0,0,49,16,19,4,0,0,0,0,0,0,0,0,0,0,0,0,84,1040,148.5714286,0.080769231
40991,MASSACHUSETTS,MA,Southeastern Regional Vocational Technical,Southeastern Regional Vocational Technical,77,86,163,0.02456977,5,2,0,2,0.141405764,5,11,2,0,0,191,242,425,305,20,17,726,652,Yes,6,50,86,67,107,0,5,0,0,0,2,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1378,196.8571429,0.126269956
40992,MASSACHUSETTS,MA,Southern Berkshire,Undermountain,8,5,,,,2,2,,,,0,0,0,0,2,2,143,128,11,8,166,145,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40993,MASSACHUSETTS,MA,Southern Berkshire,Mt Everett Regional,8,2,10,0.111211573,5,2,2,4,0.130198915,5,0,2,0,0,2,2,137,143,8,8,157,159,Yes,7,19,28,18,27,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,316,45.14285714,0.142405063
40994,MASSACHUSETTS,MA,Southern Berkshire,New Marlborough Central,2,0,,,,0,0,,,,0,2,0,0,0,0,41,35,2,2,45,39,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40995,MASSACHUSETTS,MA,Southern Berkshire,South Egremont,0,2,,,,0,0,,,,0,0,0,0,0,0,8,2,0,0,8,4,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,,,
40996,MASSACHUSETTS,MA,Southern Worcester County Regional Vocational Technical,Bay Path Regional Vocational Technical High School,0,0,0,0.142857143,5,2,2,4,0.139220779,5,2,2,0,0,2,2,614,401,35,38,655,445,Yes,8,62,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,157.1428571,0
