,Unnamed: 0,LEA_STATE_NAME,LEA_STATE,LEA_NAME,SCH_NAME,SCH_APENR_IND,SCH_APCOURSES,TOT_APENR_M,TOT_APENR_F,TOT_SATACT_M,TOT_SATACT_F,TOT_HBREPORTED_SEX_F,TOT_HBDISCIPLINED_SEX_M,TOT_HBDISCIPLINED_SEX_F,TOT_HBDISCIPLINED_RAC_M,TOT_HBDISCIPLINED_RAC_F,TOT_HBDISCIPLINED_DIS_M,TOT_HBDISCIPLINED_DIS_F,TOT_DISCWODIS_ISS_M,TOT_DISCWODIS_ISS_F,TOT_DISCWDIS_ISS_IDEA_M,TOT_DISCWDIS_ISS_IDEA_F,TOT_DISCWODIS_ARR_M,TOT_DISCWODIS_ARR_F,TOT_DISCWDIS_ARR_IDEA_M,TOT_DISCWDIS_ARR_IDEA_F,TOT_DISCWODIS_EXPWE_M,TOT_DISCWODIS_EXPWE_F,TOT_DISCWODIS_EXPWOE_M,TOT_DISCWODIS_EXPWOE_F,TOT_DISCWDIS_EXPWOE_IDEA_M,TOT_DISCWDIS_EXPWOE_IDEA_F,TOT_DISCWDIS_EXPZT_IDEA_M,TOT_DISCWDIS_EXPZT_IDEA_F,TOT_ENR,AVG_ENR,TOT_SATACT,VAL_SAT,VAL_WH,VAL_BL,VAL_HP,VAL_TR,VAL_HI,VAL_AS,VAL_AM,VAL_RACE,RACE_SCORE,VAL_GENDER,GENDER_SCORE,VAL_AP_COURSES,AP_SCORE,VAL_SATACT_COURSES,SATACT_SCORE,COURSES_SCORE,TOT_ARR,TOT_EXP,TOT_HARR,TOT_SUSP,VAL_OFFENSES,OFFENSES_SCORE,SCHOOL_SCORE,Race,Value,Gender,GenderValue
921,13525,CALIFORNIA,CA,Sweetwater Union High,National City Middle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,769,109.85714285714286,0,0.0,0.1337544120378971,0.1337544120378971,0.14025636262307264,0.1337544120378971,0.7596135983652238,0.07523685677131711,0.14285714285714285,0.21703245667577822,4,0.009102730819245773,5,0.0,5,0.0,5,5,0,2,0,0,0.4,4,4,SCH_ENR_BL,7,TOT_ENR_M,388
922,65493,OHIO,OH,Athens City,Morrison Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,63.714285714285715,0,0.0,0.7069186418962203,0.10698270339525945,0.14285714285714285,0.10025624599615632,0.10698270339525945,0.10698270339525945,0.14285714285714285,0.20197675482749153,4,0.026905829596412557,5,0.0,5,0.0,5,5,0,0,0,2,0.2,5,4,SCH_ENR_BL,16,TOT_ENR_M,229
923,64217,NORTH CAROLINA,NC,Union County Public Schools,Rocky River Elementary,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,891,127.28571428571429,0,0.0,0.3330126663459997,0.033349366682700006,0.14061247394580728,0.0878627545294212,0.13772647105980437,0.13500080166746833,0.14061247394580728,0.14402528688242971,5,0.030303030303030304,5,0.0,5,0.0,5,5,0,0,2,4,1.0,1,4,SCH_ENR_BL,157,TOT_ENR_M,459
924,60413,NEW YORK,NY,NEW YORK CITY PUBLIC SCHOOLS,FRANK MCCOURT HIGH SCHOOL,No,0,0,0,32,52,0,0,0,0,0,0,0,0,2,0,0,-5,-5,-5,-5,0,0,0,0,0,0,0,0,387,55.285714285714285,84,0.21705426356589147,0.14654854189737912,0.03802141011443337,0.14285714285714285,0.10151347360649686,0.262827611664821,0.07050572166851236,0.13252122554448137,0.12782787533618098,5,0.14728682170542637,5,0.0,5,0.21705426356589147,2,5,-10,0,0,2,-3.8,1,4,SCH_ENR_BL,70,TOT_ENR_M,165
925,33251,IOWA,IA,Waukee Comm School District,Maple Grove Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,110.85714285714286,0,0.0,0.6470913107511045,0.11450662739322534,0.14285714285714285,0.09904270986745214,0.09517673048600885,0.052650957290132555,0.14285714285714285,0.18488323164317275,5,0.061855670103092786,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,22,TOT_ENR_M,412
926,40856,MASSACHUSETTS,MA,Quincy,Broad Meadows Middle,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,345,49.285714285714285,0,0.0,0.5296066252587992,0.07908902691511387,0.13706004140786748,0.105175983436853,0.09648033126293995,0.025258799171842653,0.13706004140786748,0.15853297840875483,5,0.11304347826086956,5,0.0,5,0.0,5,5,0,0,4,9,2.1,1,4,SCH_ENR_BL,22,TOT_ENR_M,192
927,54082,NEW JERSEY,NJ,Cresskill Public School District,Merritt Memorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,45.714285714285715,0,0.0,0.3665178571428571,0.14285714285714285,0.13035714285714287,0.11160714285714286,0.07410714285714286,0.2352678571428571,0.14285714285714285,0.17193877551020403,5,0.0375,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,0,TOT_ENR_M,166
928,66236,OHIO,OH,Mayfield City,Lander Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,500,71.42857142857143,0,0.0,0.4411428571428571,0.07514285714285714,0.14285714285714285,0.06885714285714287,0.08685714285714285,0.07485714285714286,0.14285714285714285,0.14751020408163265,5,0.012,5,0.0,5,0.0,5,5,0,2,0,16,2.0,1,4,SCH_ENR_BL,109,TOT_ENR_M,253
929,13300,CALIFORNIA,CA,Soledad Unified,Rose Ferrero Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,516,73.71428571428571,0,0.0,0.11766334440753044,0.1351052048726467,0.13898117386489478,0.14285714285714285,0.8067552602436323,0.12929125138427464,0.14285714285714285,0.23050150292675206,4,0.031007751937984496,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,4,TOT_ENR_M,266
930,74108,PENNSYLVANIA,PA,South Fayette Township SD,South Fayette Intermediate Sch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,111.0,0,0.0,0.6306306306306306,0.12998712998713,0.14285714285714285,0.0990990990990991,0.12612612612612611,0.005148005148005148,0.1377091377091377,0.18165103879389594,5,0.02702702702702703,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,10,TOT_ENR_M,399
931,26258,ILLINOIS,IL,Alxndr/Jcksn/Pulsk/Prry/Union ROE,Jackson/Perry MS TAOEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.5714285714285714,0,0.0,0.4935064935064935,0.14285714285714285,0.14285714285714285,0.03896103896103897,0.03896103896103897,0.14285714285714285,0.14285714285714285,0.16326530612244897,5,0.2727272727272727,4,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,0,TOT_ENR_M,7
932,53808,NEW JERSEY,NJ,Bergen County Vocational Technical School District,Bergen County Technical High School - Paramus,No,0,0,0,13,19,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,44.42857142857143,32,0.10289389067524116,0.4005512172714745,0.06247129076711071,0.14285714285714288,0.12999540652273772,0.19797887000459347,0.12034910427193386,0.14285714285714288,0.17100859636459084,5,0.14469453376205788,5,0.0,5,0.10289389067524116,1,5,0,0,6,0,1.7999999999999998,1,4,SCH_ENR_BL,25,TOT_ENR_M,178
933,68778,OKLAHOMA,OK,ARDMORE CITY SCHOOLS,CHARLES EVANS ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,93.42857142857143,0,0.0,0.2806902577544779,0.012887723896898212,0.14285714285714285,0.05591961555264307,0.0037134119702927075,0.13215377894276978,0.04499781564001748,0.0961742495163203,5,0.05504587155963303,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,85,TOT_ENR_M,345
934,90163,VIRGINIA,VA,PRINCE WILLIAM CO PBLC SCHS,E.H. MARSTELLER MIDDLE,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1295,185.0,0,0.0,0.39768339768339767,0.03088803088803089,0.14131274131274132,0.06563706563706563,0.020077220077220077,0.040154440154440155,0.13976833976833977,0.11936017650303365,5,0.04247104247104247,5,0.0,5,0.0,5,5,0,0,6,0,1.7999999999999998,1,4,SCH_ENR_BL,145,TOT_ENR_M,675
935,43007,MICHIGAN,MI,Grand Rapids Public Schools,Cesar E. Chavez Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,527,75.28571428571429,0,0.0,0.10111141230685824,0.03280021686093793,0.14285714285714288,0.12957441040932502,0.6844673353212253,0.14285714285714288,0.1352670100298184,0.19556209580606437,5,0.0056925996204933585,5,0.0,5,0.0,5,5,0,0,0,19,1.9000000000000001,1,4,SCH_ENR_BL,58,TOT_ENR_M,262
936,6547,CALIFORNIA,CA,Capistrano Unified,Laguna Niguel Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,77.28571428571429,0,0.0,0.4357010826511751,0.13546342751518353,0.14285714285714288,0.05782941642461052,0.069712173224188,0.030102983892263017,0.1391602851861632,0.1444037873929609,5,0.04251386321626617,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,4,TOT_ENR_M,259
937,71111,OREGON,OR,Lincoln County SD,Oceanlake Elementary School,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,58.714285714285715,0,0.0,0.5019117135905456,0.13799096280848105,0.13799096280848105,0.07473062217587766,0.08585331942996176,0.13312478275981926,0.10392770246784845,0.16793286657728784,5,0.06569343065693431,5,0.0,5,0.0,5,5,0,0,9,0,2.6999999999999997,1,4,SCH_ENR_BL,2,TOT_ENR_M,219
938,20362,FLORIDA,FL,HILLSBOROUGH,MCLANE MIDDLE SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,101,77,38,16,2,0,4,2,0,0,0,0,0,0,0,0,695,99.28571428571429,0,0.0,0.005344295991777997,0.38951695786228163,0.13997944501541626,0.1025693730729702,0.10894141829393628,0.12415210688591985,0.13710174717368964,0.1439436206137131,5,0.015827338129496403,5,0.0,5,0.0,5,5,2,0,0,178,18.6,1,4,SCH_ENR_BL,370,TOT_ENR_M,353
939,21351,FLORIDA,FL,ORANGE,DISCOVERY MIDDLE,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18,14,7,0,0,0,0,0,0,0,0,0,0,0,0,890,127.14285714285714,0,0.0,0.30321027287319424,0.04398073836276083,0.1406099518459069,0.10802568218298556,0.21219903691813805,0.08443017656500802,0.13836276083467094,0.14725980279752351,5,0.051685393258426963,5,0.0,5,0.0,5,5,0,0,0,77,7.7,1,4,SCH_ENR_BL,88,TOT_ENR_M,468
940,85867,TEXAS,TX,RICHARDSON ISD,DARTMOUTH EL,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,307,43.857142857142854,0,0.0,0.30991158678455094,0.0069799906933457525,0.14285714285714285,0.09073987901349465,0.07538389948813402,0.022335970218706366,0.13634248487668682,0.1120787077045802,5,0.016286644951140065,5,0.0,5,0.0,5,5,0,0,0,8,0.8,2,4,SCH_ENR_BL,46,TOT_ENR_M,151
941,83065,TEXAS,TX,HENRIETTA ISD,HENRIETTA MIDDLE,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,239,34.142857142857146,0,0.0,0.6897788404064555,0.1261207411835027,0.14285714285714288,0.11356843992827258,0.03825463239689182,0.14285714285714288,0.1261207411835027,0.19707966868755872,5,0.06276150627615062,5,0.0,5,0.0,5,5,0,0,0,22,2.2,1,4,SCH_ENR_BL,4,TOT_ENR_M,127
942,37972,MAINE,ME,RSU 34,Alton Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.714285714285714,0,0.0,0.7071428571428571,0.04285714285714286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09285714285714286,0.2020408163265306,4,0.1,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,4,TOT_ENR_M,18
943,25722,IDAHO,ID,KUNA JOINT DISTRICT,INITIAL POINT HIGH SCHOOL,No,0,0,0,16,9,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,15.142857142857142,25,0.2358490566037736,0.6590296495956873,0.12398921832884097,0.14285714285714285,0.10512129380053908,0.020215633423180588,0.14285714285714285,0.12398921832884097,0.1882941855987678,5,0.1320754716981132,5,0.0,5,0.2358490566037736,2,5,0,0,0,4,0.4,4,4,SCH_ENR_BL,2,TOT_ENR_M,60
944,80480,TEXAS,TX,BROWNSVILLE ISD,RUSSELL EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,122.28571428571429,0,0.0,0.1381842456608812,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.8501335113484646,0.14052069425901204,0.14285714285714288,0.2428952889567042,4,0.011682242990654205,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,0,TOT_ENR_M,433
945,59781,NEW YORK,NY,NEW YORK CITY PUBLIC SCHOOLS,PS 307 DANIEL HALE WILLIAMS,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,-5,-5,-5,-5,0,0,0,0,0,0,0,0,381,54.42857142857143,0,0.0,0.061492313460817405,0.4266966629171353,0.14285714285714285,0.13235845519310085,0.1432320959880015,0.10873640794900638,0.12448443944506937,0.1628367882586105,5,0.11811023622047244,5,0.0,5,0.0,5,5,-10,0,0,4,-3.6,1,4,SCH_ENR_BL,217,TOT_ENR_M,213
946,73088,PENNSYLVANIA,PA,Lancaster SD,George Washington El Sch,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,82.42857142857143,0,0.0,0.12552612032681357,0.0007427581084426874,0.14285714285714285,0.10992820004951721,0.6491705867789056,0.13072542708591237,0.139390938351077,0.18547731050825875,5,0.029462738301559793,5,0.0,5,0.0,5,5,0,0,0,4,0.4,4,4,SCH_ENR_BL,82,TOT_ENR_M,297
947,80173,TEXAS,TX,BARBERS HILL ISD,BARBERS HILL MIDDLE NORTH,0,0,0,0,0,0,0,0,0,0,2,0,0,38,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,508,72.57142857142857,0,0.0,0.5677727784026997,0.08773903262092238,0.14285714285714285,0.12317210348706412,0.05399325084364455,0.12907761529808773,0.1389201349831271,0.17764743692752694,5,0.1377952755905512,5,0.0,5,0.0,5,5,0,0,2,53,5.9,1,4,SCH_ENR_BL,28,TOT_ENR_M,289
948,19670,FLORIDA,FL,DADE,WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL,Yes,10,72,161,144,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,210.42857142857142,544,0.3693143245078072,0.13810493647560856,0.6663757152555523,0.14285714285714285,0.14014159635340898,0.03501115313742606,0.14014159635340898,0.14014159635340898,0.2003962481122795,4,0.34826883910386963,4,0.1581805838424983,1,0.3693143245078072,2,1,0,0,0,0,0.0,1,2,SCH_ENR_BL,1192,TOT_ENR_M,480
949,31789,INDIANA,IN,Tipton Community School Corp,Tipton High School,Yes,4,83,87,20,23,2,5,2,0,0,0,0,30,11,8,4,0,0,0,0,0,0,0,0,0,0,0,0,550,78.57142857142857,43,0.07818181818181819,0.7971428571428572,0.13376623376623376,0.14285714285714285,0.12467532467532468,0.11376623376623377,0.13922077922077922,0.14285714285714285,0.2277551020408163,4,0.11636363636363636,5,0.3090909090909091,2,0.07818181818181819,1,2,0,0,7,41,6.200000000000001,1,3,SCH_ENR_BL,5,TOT_ENR_M,307
950,4356,ARKANSAS,AR,FOREMAN SCHOOL DISTRICT,FOREMAN HIGH SCHOOL,Yes,6,8,18,41,60,0,0,0,0,0,0,0,27,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,241,34.42857142857143,101,0.4190871369294606,0.5832839359810313,0.04801422643746294,0.14285714285714288,0.1345583876704209,0.07646710136336693,0.14285714285714288,0.1345583876704209,0.1803709035481412,5,0.029045643153526972,5,0.1078838174273859,1,0.4190871369294606,3,1,0,0,0,34,3.4000000000000004,1,3,SCH_ENR_BL,46,TOT_ENR_M,124
951,22672,GEORGIA,GA,Department of Juvenile Justice,Bibb County Education Transition Center,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.4285714285714286,0,0.0,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.24489795918367344,4,0.6,3,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,10,TOT_ENR_M,8
952,30040,ILLINOIS,IL,Wilmette SD 39,McKenzie Elem School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,72.28571428571429,0,0.0,0.6476566911349521,0.13495200451722192,0.14285714285714288,0.05787690570299267,0.09937888198757765,0.0697346132128741,0.14285714285714288,0.18504476889570057,5,0.1067193675889328,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,4,TOT_ENR_M,280
953,66934,OHIO,OH,Perrysburg Exempted Village,Toth Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,80.71428571428571,0,0.0,0.7031605562579014,0.12515802781289506,0.14285714285714285,0.13046776232616938,0.08268015170670037,0.08268015170670037,0.1393173198482933,0.20090301607368613,4,0.05132743362831858,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,10,TOT_ENR_M,297
954,76170,SOUTH CAROLINA,SC,Spartanburg 07,Mary H. Wright Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,15,2,0,0,0,0,0,0,0,0,0,0,0,0,484,69.14285714285714,0,0.0,0.10360094451003542,0.7145808736717828,0.14285714285714285,0.0974025974025974,0.0974025974025974,0.1345926800472255,0.13872491145218416,0.20416596390622366,4,0.01652892561983471,5,0.0,5,0.0,5,5,0,0,0,59,5.9,1,3,SCH_ENR_BL,415,TOT_ENR_M,238
955,86063,TEXAS,TX,ROUND ROCK ISD,SUCCESS H S,No,0,0,0,24,21,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,9,9,0,0,0,0,0,0,394,56.285714285714285,45,0.11421319796954314,0.1414068165337201,0.026105873821609858,0.14285714285714285,0.11747643219724438,0.4002900652646846,0.11747643219724438,0.13778100072516317,0.15477053765668702,5,0.025380710659898477,5,0.0,5,0.11421319796954314,1,5,0,18,0,6,4.2,1,4,SCH_ENR_BL,46,TOT_ENR_M,202
956,56915,NEW MEXICO,NM,SANTA FE PUBLIC SCHOOLS,SANTA FE HIGH,Yes,20,149,279,0,0,0,2,0,0,0,0,0,28,10,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1581,225.85714285714286,0,0.0,0.034245956447094966,0.13273696575404356,0.14159212071925545,0.14159212071925545,0.6205837173579108,0.1270443661335502,0.11186410047890125,0.18709419251571593,5,0.0056925996204933585,5,0.27071473750790637,2,0.0,5,2,0,0,2,38,4.4,1,3,SCH_ENR_BL,16,TOT_ENR_M,786
957,78561,TENNESSEE,TN,Sevier County,T Lawson Early Childhood Education Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,13.714285714285714,0,0.0,0.6800595238095238,0.12202380952380952,0.14285714285714285,0.12202380952380952,0.028273809523809517,0.12202380952380952,0.14285714285714285,0.19430272108843538,5,0.5625,3,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,2,TOT_ENR_M,75
958,82202,TEXAS,TX,FLOUR BLUFF ISD,FLOUR BLUFF PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,23,2,0,0,0,0,0,0,0,0,0,0,0,0,812,116.0,0,0.0,0.31650246305418717,0.11945812807881774,0.14039408866995073,0.08620689655172414,0.3017241379310345,0.13423645320197045,0.13793103448275862,0.17663617171006332,5,0.009852216748768473,5,0.0,5,0.0,5,5,0,0,0,46,4.6000000000000005,1,4,SCH_ENR_BL,19,TOT_ENR_M,410
959,37494,LOUISIANA,LA,Special School District,Methodist Home for Children of Greater New Orleans,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.7142857142857144,0,0.0,0.4360902255639097,0.2781954887218045,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.2040816326530612,4,1.0,1,0.0,5,0.0,5,5,0,0,0,0,0.0,1,2,SCH_ENR_BL,8,TOT_ENR_M,19
960,14620,CALIFORNIA,CA,ROCKLIN ACADEMY,Rocklin Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,368,52.57142857142857,0,0.0,0.3489906832298137,0.14285714285714285,0.1374223602484472,0.009704968944099373,0.02600931677018633,0.10442546583850933,0.1374223602484472,0.129547471162378,5,0.03804347826086957,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,0,TOT_ENR_M,177
961,21304,FLORIDA,FL,ORANGE,IVEY LANE ELEMENTARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,48.285714285714285,0,0.0,0.1132713440405748,0.6855452240067625,0.14285714285714285,0.14285714285714285,0.006762468300929836,0.13693998309382924,0.14285714285714285,0.1958700640019321,5,0.07692307692307693,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,280,TOT_ENR_M,182
962,7733,CALIFORNIA,CA,Fallbrook Union High,Fallbrook High,Yes,12,124,218,100,138,2,2,0,0,0,0,0,8,2,4,0,2,0,2,2,0,0,2,0,0,0,0,0,2068,295.42857142857144,238,0.11508704061895551,0.16081790549875655,0.12206410610665931,0.13802155291516993,0.12351478308925118,0.4770654877037856,0.12206410610665931,0.13221884498480244,0.18225239805786922,5,0.03481624758220503,5,0.1653771760154739,1,0.11508704061895551,1,1,2,2,2,10,2.8000000000000003,1,3,SCH_ENR_BL,43,TOT_ENR_M,1070
963,66324,OHIO,OH,North Olmsted City,Butternut Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,290,41.42857142857143,0,0.0,0.6571428571428571,0.08768472906403942,0.12906403940886702,0.11871921182266011,0.056650246305418726,0.12906403940886702,0.13596059113300493,0.18775510204081633,5,0.013793103448275862,5,0.0,5,0.0,5,5,0,0,0,4,0.4,4,4,SCH_ENR_BL,16,TOT_ENR_M,147
964,18441,DELAWARE,DE,Smyrna School District,Smyrna High School,Yes,13,94,106,208,181,0,0,0,0,0,0,0,103,59,62,18,0,0,0,0,6,4,4,0,0,0,0,0,1416,202.28571428571428,389,0.2747175141242938,0.4553066989507668,0.16081517352703795,0.14285714285714285,0.13155770782889425,0.08282889426957223,0.1188458434221146,0.1400322841000807,0.1760348207079442,5,0.038135593220338986,5,0.14124293785310735,1,0.2747175141242938,2,1,0,14,0,162,19.0,1,3,SCH_ENR_BL,430,TOT_ENR_M,735
965,7330,CALIFORNIA,CA,Dixon Unified,Gretchen Higgins Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,477,68.14285714285714,0,0.0,0.06678646301287812,0.11560347409404012,0.13866427073974244,0.07786762503743636,0.5384845762204253,0.13866427073974244,0.134471398622342,0.17293458263808673,5,0.023060796645702306,5,0.0,5,0.0,5,5,0,0,0,4,0.4,4,4,SCH_ENR_BL,13,TOT_ENR_M,233
966,14417,CALIFORNIA,CA,Trinity County Office of Education,Trinity County Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.2857142857142856,0,0.0,0.8571428571428572,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.24489795918367344,4,0.0,1,0.0,5,0.0,5,5,0,0,0,0,0.0,1,2,SCH_ENR_BL,0,TOT_ENR_M,8
967,22042,FLORIDA,FL,POLK,KAREN M. SIEGEL ACADEMY,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,23.0,0,0.0,0.21739130434782608,0.049689440993788817,0.14285714285714285,0.11180124223602485,0.2360248447204969,0.13043478260869565,0.11801242236024845,0.1437444543034605,5,0.2670807453416149,4,0.0,5,0.0,5,5,0,0,0,0,0.0,1,3,SCH_ENR_BL,31,TOT_ENR_M,102
968,4526,ARKANSAS,AR,JUNCTION CITY SCHOOL DISTRICT,JUNCTION CITY ELEM. SCHOOL,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,320,45.714285714285715,0,0.0,0.4321428571428571,0.2352678571428571,0.14285714285714285,0.14285714285714285,0.10223214285714285,0.13660714285714287,0.14285714285714285,0.19068877551020405,5,0.025,5,0.0,5,0.0,5,5,0,0,0,23,2.3000000000000003,1,4,SCH_ENR_BL,121,TOT_ENR_M,164
969,94447,WISCONSIN,WI,Greenfield School District,Edgewood Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,52.0,0,0.0,0.3626373626373626,0.09065934065934066,0.13186813186813187,0.11538461538461539,0.09065934065934066,0.016483516483516484,0.13186813186813187,0.13422291993720567,5,0.06593406593406594,5,0.0,5,0.0,5,5,0,0,0,6,0.6000000000000001,2,4,SCH_ENR_BL,19,TOT_ENR_M,194
970,42206,MICHIGAN,MI,Bullock Creek School District,Pine River Elementary School,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,249,35.57142857142857,0,0.0,0.776821572002295,0.13482501434308664,0.14285714285714285,0.1267928858290304,0.10269650028686172,0.13482501434308664,0.13482501434308664,0.22194902057208424,4,0.028112449799196786,5,0.0,5,0.0,5,5,0,2,0,2,0.6000000000000001,2,4,SCH_ENR_BL,2,TOT_ENR_M,121
971,89879,VIRGINIA,VA,LYNCHBURG CITY PBLC SCHS,CARL B. HUTCHERSON BUILDING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,24.714285714285715,0,0.0,0.05367464905037159,0.5218827415359206,0.14285714285714285,0.10239471511147813,0.06771263418662263,0.11973575557390587,0.14285714285714285,0.16444496873894066,5,0.017341040462427744,5,0.0,5,0.0,5,5,0,0,0,0,0.0,1,4,SCH_ENR_BL,115,TOT_ENR_M,85
